Filename,start_date,end_date,mid_date,POINT_1_VELOCITY,POINT_2_VELOCITY,POINT_3_VELOCITY,POINT_4_VELOCITY
2021-04-14_2021-04-20_S1B_S1A_T3.tif,2021-04-14,2021-04-20,2021/04/17,,,,
2020-06-18_2020-06-30_S1B_S1B.tif,2020-06-18,2020-06-30,2020/06/24,,6889.0,3153.0,2097.0
2019-05-30_2019-06-11_S1A_S1A.tif,2019-05-30,2019-06-11,2019/06/05,,,,
2016-09-20_2016-10-02_S1A_S1A.tif,2016-09-20,2016-10-02,2016/09/26,,5480.0,2839.0,1888.0
2020-08-06_2020-08-18_S1A_S1A.tif,2020-08-06,2020-08-18,2020/08/12,,7161.0,3184.0,1853.0
2017-05-06_2017-05-18_S1A_S1A.tif,2017-05-06,2017-05-18,2017/05/12,,6888.0,2905.0,1747.0
2018-04-01_2018-04-07_S1B_S1A.tif,2018-04-01,2018-04-07,2018/04/04,,,3363.0,1900.0
2021-03-16_2021-03-28_S1B_S1B.tif,2021-03-16,2021-03-28,2021/03/22,,,,
2019-08-06_2019-08-18_S1B_S1B.tif,2019-08-06,2019-08-18,2019/08/12,,6645.0,3093.0,1995.0
2020-05-31_2020-06-12_S1A_S1A.tif,2020-05-31,2020-06-12,2020/06/06,,6872.0,3059.0,1907.0
2017-05-28_2017-06-09_S1A_S1A.tif,2017-05-28,2017-06-09,2017/06/03,,,,
2016-12-19_2016-12-25_S1B_S1A.tif,2016-12-19,2016-12-25,2016/12/22,,,2669.0,
2016-10-02_2016-10-14_S1A_S1A.tif,2016-10-02,2016-10-14,2016/10/08,,5728.0,3049.0,1853.0
2021-04-03_2021-04-15_S1A_S1A.tif,2021-04-03,2021-04-15,2021/04/09,,,,
2020-08-19_2020-08-31_S1B_S1B.tif,2020-08-19,2020-08-31,2020/08/25,,7232.0,3126.0,
2018-01-07_2018-01-13_S1B_S1A_T2.tif,2018-01-07,2018-01-13,2018/01/10,,,,
2016-10-19_2016-10-31_S1A_S1A.tif,2016-10-19,2016-10-31,2016/10/25,,5630.0,2732.0,1795.0
2018-11-15_2018-11-21_S1B_S1A.tif,2018-11-15,2018-11-21,2018/11/18,,7614.0,3518.0,2063.0
2018-04-06_2018-04-12_S1B_S1A.tif,2018-04-06,2018-04-12,2018/04/09,,,,
2020-10-04_2020-10-10_S1B_S1A.tif,2020-10-04,2020-10-10,2020/10/07,,8403.0,2725.0,2019.0
2017-07-11_2017-07-23_S1B_S1B.tif,2017-07-11,2017-07-23,2017/07/17,,6741.0,2995.0,1880.0
2021-09-25_2021-10-07_S1A_S1A_T2.tif,2021-09-25,2021-10-07,2021/10/01,,,,
2017-01-17_2017-01-23_S1B_S1A.tif,2017-01-17,2017-01-23,2017/01/20,,,2730.0,2063.0
2022-05-11_2022-05-23_S1A_S1A.tif,2022-05-11,2022-05-23,2022/05/17,,,,
2021-06-13_2021-06-19_S1B_S1A_T3.tif,2021-06-13,2021-06-19,2021/06/16,,,,
2018-07-23_2018-07-29_S1B_S1A.tif,2018-07-23,2018-07-29,2018/07/26,11839.0,7208.0,3182.0,1886.0
2021-08-19_2021-08-25_S1B_S1A.tif,2021-08-19,2021-08-25,2021/08/22,,7307.0,3164.0,2056.0
2021-07-26_2021-08-01_S1B_S1A.tif,2021-07-26,2021-08-01,2021/07/29,12072.0,7263.0,3125.0,1864.0
2018-09-09_2018-09-15_S1B_S1A.tif,2018-09-09,2018-09-15,2018/09/12,,6856.0,2930.0,1746.0
2020-04-08_2020-04-20_S1A_S1A.tif,2020-04-08,2020-04-20,2020/04/14,,,,
2019-10-22_2019-10-28_S1B_S1A_T2.tif,2019-10-22,2019-10-28,2019/10/25,,,,
2022-03-17_2022-03-29_S1A_S1A.tif,2022-03-17,2022-03-29,2022/03/23,,,,1818.0
2021-05-07_2021-05-19_S1A_S1A.tif,2021-05-07,2021-05-19,2021/05/13,,,,
2021-11-28_2021-12-04_S1B_S1A_T3.tif,2021-11-28,2021-12-04,2021/12/01,,,,
2021-09-11_2021-09-23_S1A_S1A.tif,2021-09-11,2021-09-23,2021/09/17,,7086.0,3043.0,1864.0
2018-12-21_2018-12-27_S1B_S1A_T2.tif,2018-12-21,2018-12-27,2018/12/24,,,,
2020-06-13_2020-06-25_S1B_S1B.tif,2020-06-13,2020-06-25,2020/06/19,,6925.0,3118.0,2085.0
2022-04-17_2022-04-29_S1A_S1A.tif,2022-04-17,2022-04-29,2022/04/23,,,,
2017-06-10_2017-06-22_S1B_S1B_T2.tif,2017-06-10,2017-06-22,2017/06/16,,,,
2019-03-20_2019-03-26_S1B_S1A.tif,2019-03-20,2019-03-26,2019/03/23,,,3151.0,1770.0
2019-01-24_2019-01-30_S1B_S1A.tif,2019-01-24,2019-01-30,2019/01/27,,,,
2021-04-07_2021-04-13_S1B_S1A.tif,2021-04-07,2021-04-13,2021/04/10,,,,
2019-12-26_2020-01-01_S1B_S1A.tif,2019-12-26,2020-01-01,2019/12/29,,,,
2017-05-17_2017-05-29_S1B_S1B.tif,2017-05-17,2017-05-29,2017/05/23,,6528.0,3030.0,1992.0
2016-04-10_2016-04-22_S1A_S1A.tif,2016-04-10,2016-04-22,2016/04/16,,,,
2020-07-12_2020-07-24_S1B_S1B_T2.tif,2020-07-12,2020-07-24,2020/07/18,,,,
2018-05-29_2018-06-04_S1B_S1A.tif,2018-05-29,2018-06-04,2018/06/01,,,,
2022-09-01_2022-09-13_S1A_S1A.tif,2022-09-01,2022-09-13,2022/09/07,,6722.0,3080.0,1896.0
2017-06-27_2017-07-09_S1B_S1B.tif,2017-06-27,2017-07-09,2017/07/03,,,,
2017-08-09_2017-08-21_S1B_S1B.tif,2017-08-09,2017-08-21,2017/08/15,,6810.0,3095.0,1889.0
2018-06-06_2018-06-18_S1A_S1A.tif,2018-06-06,2018-06-18,2018/06/12,,7176.0,3074.0,1807.0
2019-08-29_2019-09-10_S1A_S1A.tif,2019-08-29,2019-09-10,2019/09/04,,6324.0,3141.0,1792.0
2020-12-17_2020-12-23_S1B_S1A_T3.tif,2020-12-17,2020-12-23,2020/12/20,,6716.0,3080.0,
2020-11-16_2020-11-22_S1B_S1A.tif,2020-11-16,2020-11-22,2020/11/19,,6643.0,2951.0,1954.0
2021-08-24_2021-09-05_S1B_S1B_T2.tif,2021-08-24,2021-09-05,2021/08/30,,,,
2020-04-07_2020-04-13_S1B_S1A.tif,2020-04-07,2020-04-13,2020/04/10,,,,1790.0
2017-07-09_2017-07-15_S1B_S1A.tif,2017-07-09,2017-07-15,2017/07/12,,,,
2017-03-25_2017-03-31_S1B_S1A_T2.tif,2017-03-25,2017-03-31,2017/03/28,,,,
2021-02-01_2021-02-07_S1B_S1A_T2.tif,2021-02-01,2021-02-07,2021/02/04,,,,
2020-08-19_2020-08-31_S1B_S1B_T2.tif,2020-08-19,2020-08-31,2020/08/25,,,,
2018-09-16_2018-09-28_S1B_S1B.tif,2018-09-16,2018-09-28,2018/09/22,,,3040.0,1920.0
2018-06-17_2018-06-23_S1B_S1A.tif,2018-06-17,2018-06-23,2018/06/20,,7265.0,3133.0,1945.0
2018-03-20_2018-03-26_S1B_S1A.tif,2018-03-20,2018-03-26,2018/03/23,,,,2266.0
2021-01-20_2021-01-26_S1B_S1A_T2.tif,2021-01-20,2021-01-26,2021/01/23,,,,
2019-04-01_2019-04-13_S1B_S1B.tif,2019-04-01,2019-04-13,2019/04/07,,,,
2017-05-11_2017-05-23_S1A_S1A.tif,2017-05-11,2017-05-23,2017/05/17,,6680.0,3144.0,1940.0
2022-08-01_2022-08-13_S1A_S1A.tif,2022-08-01,2022-08-13,2022/08/07,,7014.0,3119.0,1872.0
2018-04-19_2018-05-01_S1A_S1A.tif,2018-04-19,2018-05-01,2018/04/25,,,,
2020-04-19_2020-04-25_S1B_S1A.tif,2020-04-19,2020-04-25,2020/04/22,,7814.0,,1830.0
2019-10-23_2019-11-04_S1A_S1A.tif,2019-10-23,2019-11-04,2019/10/29,,,3042.0,1829.0
2019-10-27_2019-11-02_S1B_S1A.tif,2019-10-27,2019-11-02,2019/10/30,,,,
2022-05-02_2022-05-14_S1A_S1A.tif,2022-05-02,2022-05-14,2022/05/08,,,,
2017-03-19_2017-03-31_S1A_S1A.tif,2017-03-19,2017-03-31,2017/03/25,,,,
2020-07-07_2020-07-13_S1B_S1A.tif,2020-07-07,2020-07-13,2020/07/10,,6987.0,3060.0,1841.0
2017-07-29_2017-08-10_S1A_S1A_T2.tif,2017-07-29,2017-08-10,2017/08/04,,,,
2019-06-13_2019-06-25_S1A_S1A.tif,2019-06-13,2019-06-25,2019/06/19,,6580.0,2985.0,1868.0
2017-06-09_2017-06-21_S1A_S1A.tif,2017-06-09,2017-06-21,2017/06/15,,,,
2020-01-04_2020-01-10_S1B_S1A_T2.tif,2020-01-04,2020-01-10,2020/01/07,,7331.0,3296.0,
2020-03-02_2020-03-14_S1B_S1B_T2.tif,2020-03-02,2020-03-14,2020/03/08,,,,
2017-07-04_2017-07-16_S1B_S1B.tif,2017-07-04,2017-07-16,2017/07/10,,6803.0,2997.0,1883.0
2018-04-18_2018-04-24_S1B_S1A.tif,2018-04-18,2018-04-24,2018/04/21,,,,1651.0
2017-11-25_2017-12-01_S1B_S1A.tif,2017-11-25,2017-12-01,2017/11/28,,,3300.0,1836.0
2021-01-05_2021-01-11_S1B_S1A_T2.tif,2021-01-05,2021-01-11,2021/01/08,,6712.0,3208.0,2223.0
2018-04-13_2018-04-25_S1B_S1B.tif,2018-04-13,2018-04-25,2018/04/19,,,,
2021-09-12_2021-09-24_S1B_S1B.tif,2021-09-12,2021-09-24,2021/09/18,,,3090.0,2008.0
2019-02-19_2019-02-25_S1B_S1A.tif,2019-02-19,2019-02-25,2019/02/22,,,3019.0,
2016-04-29_2016-05-11_S1A_S1A_T2.tif,2016-04-29,2016-05-11,2016/05/05,,,,
2020-08-12_2020-08-24_S1B_S1B.tif,2020-08-12,2020-08-24,2020/08/18,,7146.0,3168.0,1920.0
2021-09-25_2021-10-07_S1A_S1A.tif,2021-09-25,2021-10-07,2021/10/01,,,3326.0,
2022-04-10_2022-04-22_S1A_S1A.tif,2022-04-10,2022-04-22,2022/04/16,,,,
2017-10-03_2017-10-15_S1B_S1B.tif,2017-10-03,2017-10-15,2017/10/09,,,3061.0,1916.0
2019-10-21_2019-11-02_S1A_S1A.tif,2019-10-21,2019-11-02,2019/10/27,,,,
2018-08-11_2018-08-23_S1B_S1B.tif,2018-08-11,2018-08-23,2018/08/17,,7189.0,3186.0,1889.0
2018-04-07_2018-04-19_S1A_S1A.tif,2018-04-07,2018-04-19,2018/04/13,,,,
2020-10-15_2020-10-27_S1A_S1A.tif,2020-10-15,2020-10-27,2020/10/21,,,,
2017-08-02_2017-08-08_S1B_S1A.tif,2017-08-02,2017-08-08,2017/08/05,,,,
2019-08-06_2019-08-12_S1B_S1A.tif,2019-08-06,2019-08-12,2019/08/09,9661.0,6866.0,3089.0,2062.0
2021-03-21_2021-04-02_S1B_S1B_T2.tif,2021-03-21,2021-04-02,2021/03/27,,,,
2017-01-14_2017-01-20_S1B_S1A_T2.tif,2017-01-14,2017-01-20,2017/01/17,,6271.0,3120.0,
2017-06-22_2017-07-04_S1B_S1B.tif,2017-06-22,2017-07-04,2017/06/28,,6651.0,3011.0,1807.0
2022-10-14_2022-10-26_S1A_S1A.tif,2022-10-14,2022-10-26,2022/10/20,,,3102.0,
2021-03-10_2021-03-22_S1A_S1A.tif,2021-03-10,2021-03-22,2021/03/16,,,,
2017-12-26_2018-01-01_S1B_S1A_T2.tif,2017-12-26,2018-01-01,2017/12/29,,,,
2020-03-21_2020-03-27_S1B_S1A.tif,2020-03-21,2020-03-27,2020/03/24,,,,1798.0
2018-04-01_2018-04-07_S1B_S1A_T2.tif,2018-04-01,2018-04-07,2018/04/04,,,,
2019-05-18_2019-05-30_S1A_S1A.tif,2019-05-18,2019-05-30,2019/05/24,,,,
2022-03-29_2022-04-10_S1A_S1A.tif,2022-03-29,2022-04-10,2022/04/04,,,,
2020-12-15_2020-12-21_S1B_S1A_T3.tif,2020-12-15,2020-12-21,2020/12/18,,,,
2018-05-18_2018-05-30_S1A_S1A.tif,2018-05-18,2018-05-30,2018/05/24,,,,
2018-06-12_2018-06-18_S1B_S1A.tif,2018-06-12,2018-06-18,2018/06/15,,7189.0,3059.0,1867.0
2018-03-25_2018-04-06_S1B_S1B.tif,2018-03-25,2018-04-06,2018/03/31,,,,1761.0
2021-04-26_2021-05-02_S1B_S1A_T2.tif,2021-04-26,2021-05-02,2021/04/29,,,,
2018-08-09_2018-08-21_S1B_S1B.tif,2018-08-09,2018-08-21,2018/08/15,,,,
2019-08-30_2019-09-05_S1B_S1A.tif,2019-08-30,2019-09-05,2019/09/02,9183.0,6600.0,2807.0,1840.0
2019-09-11_2019-09-17_S1B_S1A.tif,2019-09-11,2019-09-17,2019/09/14,8870.0,6422.0,2922.0,1825.0
2020-01-14_2020-01-20_S1B_S1A.tif,2020-01-14,2020-01-20,2020/01/17,,,2914.0,1729.0
2017-06-15_2017-06-21_S1B_S1A.tif,2017-06-15,2017-06-21,2017/06/18,,,,
2021-10-18_2021-10-24_S1B_S1A.tif,2021-10-18,2021-10-24,2021/10/21,,,3131.0,1703.0
2021-10-05_2021-10-17_S1A_S1A_T2.tif,2021-10-05,2021-10-17,2021/10/11,,,,
2020-09-03_2020-09-15_S1B_S1B.tif,2020-09-03,2020-09-15,2020/09/09,,,,
2018-05-31_2018-06-12_S1B_S1B.tif,2018-05-31,2018-06-12,2018/06/06,,7046.0,3209.0,2094.0
2017-03-14_2017-03-26_S1A_S1A.tif,2017-03-14,2017-03-26,2017/03/20,,,,
2016-02-29_2016-03-12_S1A_S1A.tif,2016-02-29,2016-03-12,2016/03/06,,,,
2019-05-20_2019-06-01_S1A_S1A_T2.tif,2019-05-20,2019-06-01,2019/05/26,,,,
2017-07-21_2017-07-27_S1B_S1A.tif,2017-07-21,2017-07-27,2017/07/24,,,,
2020-01-02_2020-01-08_S1B_S1A_T2.tif,2020-01-02,2020-01-08,2020/01/05,,,,
2021-02-06_2021-02-12_S1B_S1A_T2.tif,2021-02-06,2021-02-12,2021/02/09,,,,
2017-04-18_2017-04-24_S1B_S1A.tif,2017-04-18,2017-04-24,2017/04/21,,,,2276.0
2022-06-16_2022-06-28_S1A_S1A.tif,2022-06-16,2022-06-28,2022/06/22,10959.0,6973.0,3112.0,
2020-06-01_2020-06-13_S1B_S1B.tif,2020-06-01,2020-06-13,2020/06/07,,7072.0,3112.0,1999.0
2021-07-31_2021-08-12_S1B_S1B_T2.tif,2021-07-31,2021-08-12,2021/08/06,,,,
2020-09-22_2020-10-04_S1B_S1B.tif,2020-09-22,2020-10-04,2020/09/28,,,3164.0,1885.0
2022-02-02_2022-02-14_S1A_S1A.tif,2022-02-02,2022-02-14,2022/02/08,,,3132.0,2017.0
2020-07-05_2020-07-17_S1B_S1B.tif,2020-07-05,2020-07-17,2020/07/11,,,,
2021-01-08_2021-01-14_S1B_S1A.tif,2021-01-08,2021-01-14,2021/01/11,,,3058.0,2020.0
2016-03-07_2016-03-19_S1A_S1A.tif,2016-03-07,2016-03-19,2016/03/13,,,,
2019-04-01_2019-04-07_S1B_S1A_T2.tif,2019-04-01,2019-04-07,2019/04/04,,,,
2019-12-28_2020-01-03_S1B_S1A_T3.tif,2019-12-28,2020-01-03,2019/12/31,,,,
2020-05-19_2020-05-31_S1A_S1A.tif,2020-05-19,2020-05-31,2020/05/25,,6957.0,,1835.0
2019-01-09_2019-01-15_S1B_S1A_T2.tif,2019-01-09,2019-01-15,2019/01/12,,7245.0,3765.0,
2019-04-13_2019-04-19_S1B_S1A.tif,2019-04-13,2019-04-19,2019/04/16,10627.0,6998.0,3177.0,2012.0
2017-05-06_2017-05-18_S1A_S1A_T2.tif,2017-05-06,2017-05-18,2017/05/12,,,,
2021-03-03_2021-03-15_S1A_S1A.tif,2021-03-03,2021-03-15,2021/03/09,,,,
2021-03-04_2021-03-16_S1B_S1B.tif,2021-03-04,2021-03-16,2021/03/10,,,,
2019-07-18_2019-07-30_S1B_S1B_T2.tif,2019-07-18,2019-07-30,2019/07/24,,,,
2017-01-16_2017-01-28_S1A_S1A.tif,2017-01-16,2017-01-28,2017/01/22,,,,
2017-12-24_2017-12-30_S1B_S1A.tif,2017-12-24,2017-12-30,2017/12/27,,,,
2018-07-06_2018-07-18_S1B_S1B.tif,2018-07-06,2018-07-18,2018/07/12,,7118.0,3114.0,1878.0
2018-03-08_2018-03-14_S1B_S1A_T2.tif,2018-03-08,2018-03-14,2018/03/11,,,,
2020-08-17_2020-08-23_S1B_S1A_T2.tif,2020-08-17,2020-08-23,2020/08/20,,,,
2021-10-07_2021-10-19_S1A_S1A_T2.tif,2021-10-07,2021-10-19,2021/10/13,,,,
2018-04-30_2018-05-06_S1B_S1A.tif,2018-04-30,2018-05-06,2018/05/03,,,,1745.0
2020-12-05_2020-12-11_S1B_S1A_T2.tif,2020-12-05,2020-12-11,2020/12/08,,,,
2016-07-03_2016-07-15_S1A_S1A.tif,2016-07-03,2016-07-15,2016/07/09,,5838.0,2858.0,1875.0
2018-11-25_2018-12-01_S1B_S1A.tif,2018-11-25,2018-12-01,2018/11/28,,,,
2017-12-26_2018-01-01_S1B_S1A.tif,2017-12-26,2018-01-01,2017/12/29,,,3309.0,1846.0
2020-10-23_2020-11-04_S1B_S1B.tif,2020-10-23,2020-11-04,2020/10/29,,,2976.0,1968.0
2017-06-29_2017-07-05_S1B_S1A.tif,2017-06-29,2017-07-05,2017/07/02,10596.0,6772.0,3008.0,1823.0
2021-04-13_2021-04-25_S1A_S1A.tif,2021-04-13,2021-04-25,2021/04/19,,,,
2022-08-08_2022-08-20_S1A_S1A.tif,2022-08-08,2022-08-20,2022/08/14,,6936.0,3123.0,1880.0
2017-03-01_2017-03-13_S1B_S1B.tif,2017-03-01,2017-03-13,2017/03/07,,,,
2019-10-09_2019-10-21_S1A_S1A.tif,2019-10-09,2019-10-21,2019/10/15,,,,
2019-07-30_2019-08-05_S1B_S1A_T2.tif,2019-07-30,2019-08-05,2019/08/02,,,,
2020-02-19_2020-02-25_S1B_S1A_T2.tif,2020-02-19,2020-02-25,2020/02/22,,,,
2018-11-20_2018-11-26_S1B_S1A.tif,2018-11-20,2018-11-26,2018/11/23,,6845.0,2944.0,1982.0
2017-08-15_2017-08-27_S1A_S1A.tif,2017-08-15,2017-08-27,2017/08/21,,6999.0,3120.0,1875.0
2018-12-02_2018-12-08_S1B_S1A.tif,2018-12-02,2018-12-08,2018/12/05,,,3177.0,1818.0
2020-06-30_2020-07-06_S1B_S1A_T3.tif,2020-06-30,2020-07-06,2020/07/03,,,,
2017-10-21_2017-11-02_S1A_S1A.tif,2017-10-21,2017-11-02,2017/10/27,,,3013.0,1982.0
2019-10-22_2019-10-28_S1B_S1A.tif,2019-10-22,2019-10-28,2019/10/25,,6103.0,2737.0,1872.0
2018-03-06_2018-03-18_S1B_S1B.tif,2018-03-06,2018-03-18,2018/03/12,,,,
2018-05-19_2018-05-31_S1B_S1B.tif,2018-05-19,2018-05-31,2018/05/25,,,,
2019-09-23_2019-09-29_S1B_S1A.tif,2019-09-23,2019-09-29,2019/09/26,9605.0,6599.0,2976.0,1738.0
2019-01-09_2019-01-15_S1B_S1A.tif,2019-01-09,2019-01-15,2019/01/12,,,3159.0,
2017-01-02_2017-01-08_S1B_S1A.tif,2017-01-02,2017-01-08,2017/01/05,,,,
2016-05-11_2016-05-23_S1A_S1A.tif,2016-05-11,2016-05-23,2016/05/17,,5786.0,2856.0,1801.0
2016-03-31_2016-04-12_S1A_S1A.tif,2016-03-31,2016-04-12,2016/04/06,,,,
2021-05-09_2021-05-21_S1A_S1A_T2.tif,2021-05-09,2021-05-21,2021/05/15,,,,
2020-05-13_2020-05-19_S1B_S1A_T3.tif,2020-05-13,2020-05-19,2020/05/16,,,,
2018-10-10_2018-10-16_S1B_S1A.tif,2018-10-10,2018-10-16,2018/10/13,,6363.0,3317.0,1862.0
2016-05-11_2016-05-23_S1A_S1A_T3.tif,2016-05-11,2016-05-23,2016/05/17,,,,
2021-10-23_2021-10-29_S1B_S1A.tif,2021-10-23,2021-10-29,2021/10/26,,,3162.0,1929.0
2017-08-28_2017-09-03_S1B_S1A.tif,2017-08-28,2017-09-03,2017/08/31,10189.0,6830.0,3022.0,1859.0
2020-06-18_2020-06-30_S1B_S1B_T2.tif,2020-06-18,2020-06-30,2020/06/24,,,,
2018-05-07_2018-05-13_S1B_S1A.tif,2018-05-07,2018-05-13,2018/05/10,,,,1694.0
2021-09-17_2021-09-23_S1B_S1A_T3.tif,2021-09-17,2021-09-23,2021/09/20,,,,
2017-10-08_2017-10-20_S1B_S1B.tif,2017-10-08,2017-10-20,2017/10/14,,,3151.0,1763.0
2018-06-10_2018-06-22_S1B_S1B.tif,2018-06-10,2018-06-22,2018/06/16,,,,
2017-10-15_2017-10-21_S1B_S1A.tif,2017-10-15,2017-10-21,2017/10/18,,7274.0,3117.0,1921.0
2020-03-02_2020-03-08_S1B_S1A.tif,2020-03-02,2020-03-08,2020/03/05,,,2968.0,1951.0
2020-05-26_2020-06-07_S1A_S1A.tif,2020-05-26,2020-06-07,2020/06/01,,6764.0,3276.0,
2018-01-02_2018-01-08_S1B_S1A_T2.tif,2018-01-02,2018-01-08,2018/01/05,,7724.0,3450.0,
2020-11-04_2020-11-10_S1B_S1A.tif,2020-11-04,2020-11-10,2020/11/07,,6638.0,3670.0,1983.0
2019-11-03_2019-11-09_S1B_S1A_T2.tif,2019-11-03,2019-11-09,2019/11/06,,,,
2020-05-13_2020-05-19_S1B_S1A.tif,2020-05-13,2020-05-19,2020/05/16,,6893.0,,2045.0
2019-09-16_2019-09-22_S1B_S1A_T3.tif,2019-09-16,2019-09-22,2019/09/19,,,,
2021-04-10_2021-04-22_S1A_S1A.tif,2021-04-10,2021-04-22,2021/04/16,,,,
2020-04-13_2020-04-25_S1A_S1A.tif,2020-04-13,2020-04-25,2020/04/19,,,,1910.0
2018-12-19_2018-12-25_S1B_S1A.tif,2018-12-19,2018-12-25,2018/12/22,,,,
2021-08-20_2021-09-01_S1A_S1A.tif,2021-08-20,2021-09-01,2021/08/26,,7478.0,3324.0,
2018-07-17_2018-07-29_S1A_S1A.tif,2018-07-17,2018-07-29,2018/07/23,,7212.0,3077.0,1965.0
2018-08-03_2018-08-15_S1A_S1A.tif,2018-08-03,2018-08-15,2018/08/09,,,,
2017-05-11_2017-05-23_S1A_S1A_T2.tif,2017-05-11,2017-05-23,2017/05/17,,,,
2018-06-11_2018-06-23_S1A_S1A.tif,2018-06-11,2018-06-23,2018/06/17,,7105.0,3138.0,1931.0
2019-05-31_2019-06-12_S1B_S1B.tif,2019-05-31,2019-06-12,2019/06/06,,6500.0,3057.0,1908.0
2021-05-08_2021-05-20_S1B_S1B_T2.tif,2021-05-08,2021-05-20,2021/05/14,,,,
2020-01-07_2020-01-13_S1B_S1A.tif,2020-01-07,2020-01-13,2020/01/10,,,,
2020-06-29_2020-07-11_S1A_S1A.tif,2020-06-29,2020-07-11,2020/07/05,,,,
2021-09-29_2021-10-05_S1B_S1A_T2.tif,2021-09-29,2021-10-05,2021/10/02,,,,
2021-09-05_2021-09-17_S1B_S1B_T2.tif,2021-09-05,2021-09-17,2021/09/11,,,,
2021-04-09_2021-04-21_S1B_S1B.tif,2021-04-09,2021-04-21,2021/04/15,,,,1987.0
2019-05-06_2019-05-18_S1A_S1A.tif,2019-05-06,2019-05-18,2019/05/12,,,,
2022-07-01_2022-07-13_S1A_S1A.tif,2022-07-01,2022-07-13,2022/07/07,,,,
2020-07-07_2020-07-19_S1B_S1B.tif,2020-07-07,2020-07-19,2020/07/13,,7088.0,3078.0,1887.0
2018-06-10_2018-06-16_S1B_S1A.tif,2018-06-10,2018-06-16,2018/06/13,,,,
2022-08-27_2022-09-08_S1A_S1A.tif,2022-08-27,2022-09-08,2022/09/02,,6867.0,3094.0,1964.0
2017-05-29_2017-06-04_S1B_S1A_T2.tif,2017-05-29,2017-06-04,2017/06/01,,,,
2021-10-11_2021-10-17_S1B_S1A.tif,2021-10-11,2021-10-17,2021/10/14,,,3227.0,1916.0
2016-05-06_2016-05-18_S1A_S1A.tif,2016-05-06,2016-05-18,2016/05/12,,5805.0,,
2020-04-20_2020-05-02_S1A_S1A.tif,2020-04-20,2020-05-02,2020/04/26,,,,
2018-03-02_2018-03-14_S1A_S1A.tif,2018-03-02,2018-03-14,2018/03/08,,,,
2020-09-11_2020-09-23_S1A_S1A.tif,2020-09-11,2020-09-23,2020/09/17,,6920.0,3027.0,1885.0
2020-10-16_2020-10-22_S1B_S1A_T3.tif,2020-10-16,2020-10-22,2020/10/19,,,,
2020-09-22_2020-09-28_S1B_S1A_T2.tif,2020-09-22,2020-09-28,2020/09/25,,,,
2018-11-01_2018-11-07_S1B_S1A.tif,2018-11-01,2018-11-07,2018/11/04,,,,
2021-07-03_2021-07-15_S1A_S1A.tif,2021-07-03,2021-07-15,2021/07/09,,6935.0,3079.0,
2021-07-15_2021-07-27_S1A_S1A.tif,2021-07-15,2021-07-27,2021/07/21,,7190.0,3098.0,
2021-10-11_2021-10-17_S1B_S1A_T3.tif,2021-10-11,2021-10-17,2021/10/14,,,,
2021-04-01_2021-04-13_S1A_S1A.tif,2021-04-01,2021-04-13,2021/04/07,,,,
2016-04-24_2016-05-06_S1A_S1A.tif,2016-04-24,2016-05-06,2016/04/30,,,,
2021-05-01_2021-05-07_S1B_S1A.tif,2021-05-01,2021-05-07,2021/05/04,,,,
2021-03-29_2021-04-10_S1A_S1A.tif,2021-03-29,2021-04-10,2021/04/04,,,,
2018-07-23_2018-08-04_S1B_S1B.tif,2018-07-23,2018-08-04,2018/07/29,,7178.0,3128.0,1954.0
2021-09-22_2021-09-28_S1B_S1A.tif,2021-09-22,2021-09-28,2021/09/25,,,,
2022-04-03_2022-04-15_S1A_S1A.tif,2022-04-03,2022-04-15,2022/04/09,,,,1904.0
2021-08-07_2021-08-19_S1B_S1B.tif,2021-08-07,2021-08-19,2021/08/13,,7418.0,3249.0,1990.0
2017-08-08_2017-08-20_S1A_S1A.tif,2017-08-08,2017-08-20,2017/08/14,,,,
2019-01-21_2019-01-27_S1B_S1A_T2.tif,2019-01-21,2019-01-27,2019/01/24,,7261.0,3121.0,1767.0
2016-01-29_2016-02-10_S1A_S1A.tif,2016-01-29,2016-02-10,2016/02/04,,,,
2017-10-09_2017-10-21_S1A_S1A.tif,2017-10-09,2017-10-21,2017/10/15,,,3205.0,1832.0
2022-03-05_2022-03-17_S1A_S1A.tif,2022-03-05,2022-03-17,2022/03/11,,,,
2018-03-26_2018-04-07_S1A_S1A.tif,2018-03-26,2018-04-07,2018/04/01,,,,
2016-12-31_2017-01-06_S1B_S1A_T4.tif,2016-12-31,2017-01-06,2017/01/03,,,,
2021-01-15_2021-01-21_S1B_S1A.tif,2021-01-15,2021-01-21,2021/01/18,,,,2137.0
2020-03-14_2020-03-20_S1B_S1A_T2.tif,2020-03-14,2020-03-20,2020/03/17,,,,
2018-04-13_2018-04-19_S1B_S1A.tif,2018-04-13,2018-04-19,2018/04/16,,,,
2019-02-12_2019-02-18_S1B_S1A.tif,2019-02-12,2019-02-18,2019/02/15,,,2886.0,1797.0
2018-12-23_2018-12-29_S1B_S1A_T2.tif,2018-12-23,2018-12-29,2018/12/26,,7299.0,3277.0,
2020-12-29_2021-01-04_S1B_S1A_T3.tif,2020-12-29,2021-01-04,2021/01/01,,7075.0,3276.0,1920.0
2019-03-08_2019-03-14_S1B_S1A_T2.tif,2019-03-08,2019-03-14,2019/03/11,,,,
2018-06-22_2018-07-04_S1B_S1B.tif,2018-06-22,2018-07-04,2018/06/28,,,,
